Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
2587768,1006920041,,,1012299,510,WEST   21 STREET    ,MANHATTAN,10011,Yes,In Compliance ,21,18.8,35.7,33.5,0.55,Yes,Manual,Not Available,186.1,121,65.2,115123,124385,Self-Storage Facility,1
2587818,3069630003,,,3328935,2730,WEST   33 STREET    ,BROOKLYN            ,11224,Yes,In Compliance ,77.3,76.6,169.2,167.3,Not Available,No,None,29,1045.2,363.8,681.4,195001,139712,Multifamily Housing,1
2587898,1006930014,,,1012309,531,WEST   21 STREET    ,MANHATTAN,10011,Yes,In Compliance ,18,17.2,40.5,39.7,Not Available,No,None,Not Available,116.2,37.3,78.9,91958,91591,Self-Storage Facility,1
2587913,1022310001,,,1064883,5020,BROADWAY            ,MANHATTAN,10034,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Manual,Not Available,1768.7,198.2,1570.5,Not Available,377493,Self-Storage Facility,1
2587952,3002500001,,,3002094,26,COURT STREET        ,BROOKLYN            ,11242,Yes,In Compliance ,89.9,86.6,175.6,171.8,Not Available,No,None,88,1738,793.9,944.1,293000,293137,Office,1
2589255,1005800022,,,1080159,157,VARICK STREET       ,MANHATTAN,10013,Yes,In Compliance ,40.2,36.1,80.5,75.8,1.73,No,Manual,Not Available,474.9,206.3,268.6,177093,164791,Self-Storage Facility,1
2589282,1018880015,,,1057082,781,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,95.7,90.4,125.7,120.3,33.4,No,Manual,57,667.8,564.6,103.2,91615,91615,Multifamily Housing,1
2590256,1007880011,,,1014474,263,WEST   38 STREET    ,MANHATTAN,10018,Yes,In Compliance ,30.5,30.7,95.7,96.3,Not Available,No,None,97,385.2,0,385.2,152439,146377,Office,1
2590300,1021390578,,,Not Available,824,WEST  176 STREET    ,MANHATTAN,10033,Yes,In Compliance ,1.5,1.5,4.7,4.7,26.56,Yes,Manual,100,10.6,0,10.6,84800,54562,Multifamily Housing,1
2590314,1021390537,,,Not Available,2,SOUTH PINEHURST AVE ,MANHATTAN,10033,Yes,In Compliance ,73.8,70.1,83,79,Not Available,No,None,92,247.9,234.5,13.4,62000,52326,Multifamily Housing,1
2590317,1012100055,,,Not Available,150,WEST   80 STREET    ,MANHATTAN,10024,Yes,In Compliance ,1.8,1.8,5.1,5.1,29.12,No,Manual,100,9.9,1,8.9,70000,53111,Multifamily Housing,1
2590318,1021800480,,,Not Available,4411,BROADWAY            ,MANHATTAN,10040,Yes,In Compliance ,12.8,Not Available,17.7,Not Available,Not Available,No,None,100,82.6,66.9,15.7,85000,74356,Multifamily Housing,1
2591141,1014447501,,,1072630,301,EAST   69 STREET    ,MANHATTAN,10021,Yes,In Compliance ,85.9,85.7,145.9,145.4,Not Available,No,None,24,1375.5,20.2,1355.3,227557,223754,Multifamily Housing,1
2591226,1000880018,,,1001241,225,BROADWAY            ,MANHATTAN,10007,Yes,In Compliance ,99.8,95.8,195,190.4,Not Available,No,None,81,3590.5,1899.4,1691.1,461731,480831,Office,1
2591254,1000130005,,,1000044,11,BROADWAY            ,MANHATTAN,10004,Yes,In Compliance ,99.8,98.9,235.2,234.1,Not Available,No,None,69,3219,15.2,3203.8,423348,434220,Office,1
2591375,1000640015,,,1079040; 1079037; 1079038; 1079039,160,BROADWAY            ,MANHATTAN,10038,Yes,In Compliance ,114.9,105.8,239.2,230,Not Available,No,None,65,1303.1,608.8,694.3,145000,150000,Office,1
2591543,1008250001,,,1015575,716,AVENUE OF THE AMER  ,MANHATTAN,10010,Yes,In Compliance ,96.1,92.1,187.3,183.6,Not Available,No,None,72,2360.4,1082,1278.4,372545,219718,Office,1
2591905,1000100014,,,1000023,33,WHITEHALL STREET    ,MANHATTAN,10004,Yes,In Compliance ,113,112.1,320.3,319.2,Not Available,No,None,24,3678.9,0,3678.9,405310,365792,Office,1
2591912,1012770002,,,1035408,505,   5 AVENUE         ,MANHATTAN,10036,Yes,In Compliance ,101.2,98.9,262.8,260.1,Not Available,No,None,44,2231.6,0,2231.6,281627,251043,Office,1
2591915,1012630071,,,1034502,1212,AVENUE OF THE AMER  ,MANHATTAN,10036,Yes,In Compliance ,113,110.8,224.1,221.5,20.94,No,Manual,60,2046.6,0,2046.6,247919,248896,Office,1
2591922,1000750030,,,1001167,111,JOHN STREET         ,MANHATTAN,10038,Yes,In Compliance ,86.3,81.5,196.6,190.9,Not Available,No,None,81,1948,0,1948,298776,296076,Office,1
2591965,1015250021,,,1048515,1523,   2 AVENUE         ,MANHATTAN,10075,Yes,In Compliance ,70.8,70.8,116.1,116.1,Not Available,No,None,54,1350.8,837.8,513,310000,281825,Multifamily Housing,1
2592027,4014450034,,,Not Available,    84-09,  35 AVENUE         ,QUEENS,11372,Yes,In Compliance ,102.2,97.6,135.3,130.4,Not Available,Yes,None,31,470.7,381.3,89.4,80754,80754,Multifamily Housing,1
2592635,2023870032,,,2115806,1085,WASHINGTON AVENUE   ,BRONX               ,10456,Yes,In Compliance ,68.8,66.8,95.4,93.5,54.85,Yes,ABS,92,377.5,280.8,96.8,103856,110544,Multifamily Housing,1
2593250,1002270028,,,1087764,306,WEST BROADWAY       ,MANHATTAN,10013,Yes,In Compliance ,129.5,128,283.4,282.6,66.21,No,Manual,24,1816.5,104.6,1711.9,189986,189986,Hotel,1
2594233,3036500001,,,3083089,9801,AVENUE D            ,BROOKLYN            ,11236,Yes,In Compliance ,359.7,349.9,622.8,612.5,2.65,No,Manual,1,2938.3,1673.6,1264.7,130000,131625,Non-Refrigerated Warehouse,1
2595424,1015580050,,,1050342,1852,   2 AVENUE         ,MANHATTAN,10128,Yes,In Compliance ,58.6,Not Available,96.5,Not Available,45.24,No,Manual,76,231.9,143.1,88.9,64198,62500,Multifamily Housing,1
2595479,1015390010,,,1048917,225,EAST   93 STREET    ,MANHATTAN,10128,Yes,In Compliance ,81.1,77.8,111.9,108.3,73.07,Yes,ABS,76,515.5,399,116.5,109913,109913,Multifamily Housing,1
2595881,3010590061,,,3024466,209,LINCOLN PLACE       ,BROOKLYN            ,11217,Yes,In Compliance ,80.7,78.8,111.3,109.4,43.96,No,Manual,62,269.3,208.4,60.9,57700,57700,Multifamily Housing,1
2595885,2033117501,,,2017347,3130,GRAND CONCOURSE     ,BRONX               ,10458,Yes,In Compliance ,99.5,99.4,140,139.6,80.57,Yes,Manual,26,1133.1,903.3,229.8,150135,143577,Multifamily Housing,1
2595887,1022500054,,,1065081,25,INDIAN ROAD         ,MANHATTAN,10034,Yes,In Compliance ,96,95.9,122.5,122.2,42.77,No,Manual,46,456.5,394.3,62.2,62796,55296,Multifamily Housing,1
2595904,1008920020,,,1018952,288,LEXINGTON AVENUE    ,MANHATTAN,10016,Yes,In Compliance ,63.3,63.3,97.1,97.1,50.5,Yes,Manual,79,310.2,226.6,83.6,65000,65532,Multifamily Housing,1
2595908,1008900049,,,1018530,166,EAST   35 STREET    ,MANHATTAN,10016,Yes,In Compliance ,97.8,90.9,145.6,138.2,51.86,Yes,Manual,21,434.2,306.8,127.4,74798,74798,Multifamily Housing,1
2595911,1022460110,,,1065052,1825,RIVERSIDE DRIVE     ,MANHATTAN,10034,Yes,In Compliance ,77.1,77.1,101.8,101.8,44.4,No,Manual,73,337.8,284.2,53.6,57796,57796,Multifamily Housing,1
2595917,3010710014,,,3024928,814,CARROLL STREET      ,BROOKLYN            ,11215,Yes,In Compliance ,85.2,81.7,120.5,117,30.37,Yes,Manual,49,278.3,209.3,69,56000,59520,Multifamily Housing,1
2595922,2059500406,,,2086306,5410,NETHERLAND AVENUE   ,BRONX               ,10471,Yes,In Compliance ,73.5,73.5,94.1,94.2,7.87,Yes,Manual,82,1049.2,903.5,145.7,189592,189592,Multifamily Housing,1
2595928,1007750022,,,1014200,219,WEST   25 STREET    ,MANHATTAN,10001,Yes,In Compliance ,90.1,87.1,118.7,115.7,33.38,No,Manual,51,427.2,359.9,67.3,62586,62586,Multifamily Housing,1
2596985,4021390026,,,4051286,    68-64,YELLOWSTONE BLVD    ,QUEENS,11375,Yes,In Compliance ,75.2,71.7,106.1,102.4,Not Available,No,None,Not Available,656.5,495.1,161.4,149800,132960,Multifamily Housing,1
2596991,3053740041,,,3126163,402,OCEAN PARKWAY       ,BROOKLYN            ,11218,Yes,In Compliance ,97,94.1,127,124,Not Available,Yes,None,49,303.3,248.4,54.9,55051,57900,Multifamily Housing,1
2596995,3066200001,,,3175299,100,AVENUE P            ,BROOKLYN            ,11204,Yes,In Compliance ,95.2,92.1,123.4,120.2,Not Available,Yes,None,43,435.8,360.4,75.4,80850,87324,Multifamily Housing,1
2597362,3064150022,,,3168025,8721,BAY PARKWAY         ,BROOKLYN            ,11214,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,Not Available,Not Available,65292,65292,Multifamily Housing,1
2597503,1011030015,,,1027157,625,WEST   55 STREET    ,MANHATTAN,10019,Yes,In Compliance ,74.5,71.4,131.4,127.5,Not Available,No,None,76,539,331.7,207.3,95000,95176,Office,1
2597673,1010850001,,,1076216,530,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,286.3,284.3,746.8,745.4,Not Available,No,None,Not Available,10459.6,0,10459.6,466063,490080,Office,1
2597674,1010850023,,,1027065,513,WEST   56 STREET    ,MANHATTAN,10019,Yes,In Compliance ,286.3,284.3,746.8,745.4,Not Available,No,None,1,4122.9,0,4122.9,183710,186100,Office,1
2597675,1010850041,,,1027069,524,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,286.3,284.3,746.8,745.4,Not Available,No,None,1,1563.7,0,1563.7,69677,52000,Office,1
2597872,1010130039,,,1024660,214,WEST   42 STREET    ,MANHATTAN,10036,Yes,In Compliance ,148.5,145.5,366,362.8,23.24,Yes,Manual,Not Available,1305.3,305.7,999.6,119905,119905,Other - Entertainment/Public Assembly,1
2598016,1006087501,,,1067315,175,WEST   12 STREET    ,MANHATTAN,10011,Yes,In Compliance ,81.5,77.8,128,124.5,Not Available,No,None,79,1056.1,752.9,303.2,170857,186887,Multifamily Housing,1
2598081,1012580040,,,1034200,510,   5 AVENUE         ,MANHATTAN,10036,Yes,In Compliance ,157.1,156.3,478.2,478.2,19.43,No,Manual,22,818.6,0,818.6,63456,57223,Office,1
2598106,1009987501,,,1076844,1538,BROADWAY            ,MANHATTAN,10036,Yes,In Compliance ,109.9,110.2,326,326.9,Not Available,No,None,34,8476.2,463.5,8012.7,958553,936254,Retail Store,2
2598113,1004730010,,,1079887;1079888,478,BROADWAY            ,MANHATTAN,10013,Yes,In Compliance ,145.1,141.5,369,365.4,63.97,No,Manual,Not Available,641.9,165.4,476.5,55015,55015,Retail Store,1
2598139,1014210001,,,1043872,1131,   3 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,25,25,73.9,73.9,Not Available,No,None,99,579.2,34,545.3,288269,272440,Retail Store,1
2598237,1013990074,,,1042391,605,PARK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,88.3,84.2,133.9,129.3,Not Available,No,None,42,955.4,659.4,296,181000,181000,Multifamily Housing,1
2598261,1015267502,,,1085215,215,EAST   80 STREET    ,MANHATTAN,10075,Yes,In Compliance ,95.1,90.4,142.8,137.1,Not Available,No,None,45,874,610.9,263.1,154301,175375,Multifamily Housing,1
2598266,1014410017,,,1044740,333,EAST   66 STREET    ,MANHATTAN,10065,Yes,In Compliance ,149.7,149.8,202.3,202.5,Not Available,No,None,7,1622.3,1329.6,292.7,151009,151009,Multifamily Housing,1
2598270,1011990036,,,1031371,257,CENTRAL PARK WEST   ,MANHATTAN,10024,Yes,In Compliance ,61.8,61.6,116.4,116,Not Available,No,None,62,596.1,292.4,303.7,148380,148380,Multifamily Housing,1
2598278,1012730017,,,1035070,27,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,97.4,91.3,194.4,186.5,15.35,Yes,Manual,57,381.7,166.6,215.1,58832,57158,Office,1
2598283,1015147502,,,1088463;1047933;1047939;1047940;1047941;1047932,150,EAST   86 STREET    ,MANHATTAN,10028,Yes,In Compliance ,60.8,60.9,183.9,184.2,2.4,No,Manual,31,2241.9,82.2,2159.7,453527,453927,Multifamily Housing,1
2598343,1013120028,,,1036911,153,EAST   57 STREET    ,MANHATTAN,10022,Yes,In Compliance ,95,91.8,155.4,152.3,Not Available,Yes,None,32,985.7,671.7,313.9,135849,135841,Multifamily Housing,1
2598352,1012067501,,,1031638,327,CENTRAL PARK WEST   ,MANHATTAN,10025,Yes,In Compliance ,94.7,91.4,144.3,140.7,Not Available,No,None,45,739.5,544.6,194.9,102972,133945,Multifamily Housing,1
2598358,4050190005,,,4113546,   136-20,ROOSEVELT AVENUE    ,QUEENS,11354,Yes,In Compliance ,333.2,325.4,625.2,615.6,Not Available,No,None,1,3605.8,1784.1,1821.7,166738,205100,Retail Store,1
2598384,2036450001,,,2022552,1906,STORY AVENUE        ,BRONX               ,10473,Yes,In Compliance ,120.9,118.1,303,300.6,1.03,No,Manual,28,1015.3,221.2,794.1,113644,126696,Office,1
2598385,1021390277,,,1063431,200,HAVEN AVENUE        ,MANHATTAN,10033,Yes,In Compliance ,100.4,94.7,133,127.4,Not Available,No,None,38,958,804.7,153.3,124789,124789,Multifamily Housing,1
2598400,5016960008,,,5110624;5110626;5815460;5835507,2040,FOREST AVENUE       ,STATEN ISLAND       ,10303,Yes,In Compliance ,35.6,35.5,110.8,110.7,Not Available,No,None,91,485.2,4.3,480.9,165076,151502,Retail Store,1
2598402,1011200029,,,1028243,75,CENTRAL PARK WEST   ,MANHATTAN,10023,Yes,In Compliance ,82.4,78.4,131.2,126.4,Not Available,Yes,None,44,587.3,379.6,207.7,117150,117150,Multifamily Housing,1
2918502,1008360033,,,1015876,1,WEST   34 STREET    ,MANHATTAN,10001,Yes,In Compliance ,74.8,72.7,172.2,169.3,14.09,No,Manual,71,373.6,138.4,235.3,62532,55550,Office,1
2598405,4021180001,,,4050967,    99-01,QUEENS BOULEVARD    ,QUEENS,11374,Yes,In Compliance ,82.3,82.3,258.6,258.6,Not Available,Yes,None,34,388.7,0,388.7,56916,57000,Retail Store,1
2598414,1011950001,,,1031134,441,COLUMBUS AVENUE     ,MANHATTAN,10024,Yes,In Compliance ,75.2,72.2,109.3,106.3,69.71,Yes,ABS,Not Available,447.7,326,121.6,101145,101145,Multifamily Housing,1
2598427,1013777502,,,1040935,26,EAST   63 STREET    ,MANHATTAN,10065,Yes,In Compliance ,153.7,147.8,271.2,263.9,Not Available,No,None,1,638.8,352.7,286.1,65649,97877,Multifamily Housing,1
2598532,1015080027,,,1047474,173,EAST   79 STREET    ,MANHATTAN,10075,Yes,In Compliance ,54.8,52.3,89.4,86.7,Not Available,Yes,None,81,386.5,264.3,122.2,92216,92216,Multifamily Housing,1
2598578,1012750059,,,1035322,292,MADISON AVENUE      ,MANHATTAN,10017,Yes,In Compliance ,105.8,97.7,204.7,196.7,Not Available,No,None,75,1194.3,555.8,638.5,171755,170230,Office,1
2600390,3051610033,,,Not Available,1801,DORCHESTER ROAD     ,BROOKLYN            ,11226,Yes,In Compliance ,78.2,72,106.4,99.6,Not Available,Yes,None,67,536,421.2,114.8,119106,119106,Multifamily Housing,1
2601646,1008430045,,,1016079,79,   5 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,101.5,96.5,237.6,232.4,12.36,Yes,Manual,Not Available,1971.7,560.1,1411.7,271596,272566,Other - Education,1
2602938,1017740001,,,1054472,103,EAST  125 STREET    ,MANHATTAN,10035,Yes,In Compliance ,45.2,45.2,141.9,141.9,Not Available,Yes,None,83,438.5,0,438.5,117000,112500,Office,1
2602948,1000880001,,,2602948,217,BROADWAY            ,MANHATTAN,10007,Yes,In Compliance ,16054.8,13630.1,19424.5,16506.7,Not Available,No,None,1,146791.4,0,146791.4,137580,133198,Office,1
2603248,1011717502,,,1086065,220,RIVERSIDE BOULEVARD ,MANHATTAN,10069,Yes,In Compliance ,67.8,66.3,126.3,125,Not Available,No,None,37,3488.9,1750.4,1738.5,795215,690772,Multifamily Housing,1
2603249,1011717503,,,1087072,240,RIVERSIDE BOULEVARD ,MANHATTAN,10069,Yes,In Compliance ,85.8,84.1,152.7,151.2,Not Available,No,None,15,2437.2,1326.8,1110.4,447049,368150,Multifamily Housing,1
2604109,4062590016,,,4137890,    42-41, 201 STREET         ,QUEENS,11361,Yes,In Compliance ,203.2,201.5,314.8,313.6,58.67,No,Manual,12,3613,2424.9,1188.1,295126,247884,Senior Care Community,1
2604287,1015900042,,,1051388,93,EAST END AVENUE     ,MANHATTAN,10028,Yes,In Compliance ,80.3,Not Available,119.7,Not Available,Not Available,No,None,Not Available,319.2,239,80.1,53736,53736,Multifamily Housing,1
2604393,1007750060,,,1014205,236,WEST   26 STREET    ,MANHATTAN,10001,Yes,In Compliance ,85.7,80.6,136.3,130.6,Not Available,Yes,None,Not Available,571.2,404.2,167,86280,86280,Multifamily Housing,1
2604396,1007730012,,,1084991,255,WEST   23 STREET    ,MANHATTAN,10011,Yes,In Compliance ,85.6,82.4,144.8,141.9,Not Available,No,None,38,519.9,341.3,178.6,78770,159090,Multifamily Housing,2
2604459,1022220035,,,1064782,110,POST AVENUE         ,MANHATTAN,10034,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,71.3,Yes,ABS,Not Available,Not Available,Not Available,95.1,106215,104400,Multifamily Housing,1
2604478,1013090066,,,1036493,110,EAST   55 STREET    ,MANHATTAN,10022,Yes,In Compliance ,96.6,Not Available,262.5,Not Available,23.5,Yes,ABS,52,534.7,74.5,460.2,72000,73000,Office,1
2604497,3087170029,,,3245671,150,BRIGHTON   15 STREET,BROOKLYN            ,11235,Yes,In Compliance ,89.3,87.1,117.3,115,Not Available,No,None,80,331.6,272.1,59.5,62500,62500,Multifamily Housing,1
2604568,4008840065,,,4535406,    26-13,  21 STREET         ,QUEENS,11102,Yes,In Compliance ,107.7,104.9,187.7,184.4,Not Available,No,None,75,1082.8,610.6,472.2,159572,159582,Senior Care Community,1
2605035,3087600200,,,3246887,1516,ORIENTAL BOULEVARD  ,BROOKLYN            ,11235,Yes,In Compliance ,113.2,112.7,248.4,247.9,Not Available,No,None,10,2161.5,747.8,1413.7,275000,188520,Senior Care Community,2
2605457,1007819001,,,1082908,420,   8 AVENUE         ,MANHATTAN,10001,Yes,In Compliance ,142.1,137.5,329.1,321.3,20.95,No,Manual,Not Available,40523.5,270.6,40252.9,1102735,1048620,Other - Entertainment/Public Assembly,1
2605548,1012930059,,,1036076,600,MADISON AVENUE      ,MANHATTAN,10022,Yes,In Compliance ,109.1,106.9,252.5,249.2,27.52,No,Manual,50,2753.9,0,2753.9,332608,315918,Office,1
2605650,1013210022,,,1037988,885,   2 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,106,103.7,235.7,232.9,18.09,No,Manual,81,5844.6,0,5844.6,733992,805467,Office,1
2605661,4025730001,,,4058921,    50-35,  56 ROAD           ,QUEENS,11378,Yes,In Compliance ,130.9,121.2,180,169.1,4.49,Yes,Manual,16,982.9,763.7,219.2,130000,140000,Distribution Center,1
2605684,1021390051,,,1063402,1,HAVEN AVENUE        ,MANHATTAN,10032,Yes,In Compliance ,561.2,558.6,978.1,974.9,Not Available,No,None,1,12944.7,1.5,12943.2,324836,230565,Office,1
2605764,4103520079,,,4220566,   184-10,JAMAICA AVENUE      ,QUEENS,11423,Yes,In Compliance ,41.1,39.1,64.6,62.5,Not Available,No,None,67,550.5,362.4,188.1,221187,226605,Non-Refrigerated Warehouse,1
2605876,1008220039,,,1015500,160,   5 AVENUE         ,MANHATTAN,10010,Yes,In Compliance ,70.6,69.9,192.8,190.7,Not Available,Yes,None,63,803.9,142.9,661,139763,112188,Office,1
2605878,1000090014,,,1000020,17,STATE STREET        ,MANHATTAN,10004,Yes,In Compliance ,80.8,79.3,211.5,209.7,Not Available,No,None,75,3652.3,0,3652.3,575860,544015,Office,1
2605879,2056100025,,,2831413,650,BRUSH AVENUE        ,BRONX               ,10465,Yes,In Compliance ,129.5,118.6,229,217.5,3.19,Yes,Manual,11,1887,1038,849,230000,214000,Distribution Center,1
2605938,1007890014,,,1014498,251,WEST   39 STREET    ,MANHATTAN,10018,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,Not Available,Not Available,110900,108025,Non-Refrigerated Warehouse,1
2605947,1000950027,,,1001290,49,FULTON STREET       ,MANHATTAN,10038,Yes,In Compliance ,117.5,110.6,164.9,157.7,87.79,No,Manual,18,1528.3,1159.6,368.8,223674,208576,Multifamily Housing,1
2606006,2024740046,,,2002910,865,WALTON AVENUE       ,BRONX               ,10451,Yes,In Compliance ,63.3,63.3,125.5,125.5,24.31,No,Manual,Not Available,277.2,143.7,133.5,55687,55312,Multifamily Housing,1
2606031,2024780007,,,2002944,1068,GERARD AVENUE       ,BRONX               ,10452,Yes,In Compliance ,68.2,64.8,98.9,95.2,66.18,Yes,ABS,90,359,261.8,97.2,89505,90175,Multifamily Housing,1
2606040,2032160052,,,2014697,2001,UNIVERSITY AVENUE   ,BRONX               ,10453,Yes,In Compliance ,98.5,94.3,138.1,133.7,82.81,No,Manual,60,417.4,317.1,100.3,72886,68430,Multifamily Housing,1
2606043,2028780090,,,2009003,1669,UNIVERSITY AVENUE   ,BRONX               ,10453,Yes,In Compliance ,77.8,74.6,110.3,106.8,68.55,Yes,ABS,82,448.4,336.6,111.7,98718,96056,Multifamily Housing,1
2606050,2028760194,,,2008858,1645,MACOMBS ROAD        ,BRONX               ,10453,Yes,In Compliance ,83.5,79.7,117.3,113.3,67.94,Yes,ABS,Not Available,323.7,245.5,78.2,66604,65240,Multifamily Housing,1
2606056,2028770233,,,2008876,1493,MONTGOMERY AVENUE   ,BRONX               ,10453,Yes,In Compliance ,65.8,63.7,95.7,93.4,64.19,Yes,ABS,90,277.5,202.1,75.5,71617,66400,Multifamily Housing,1
2606074,2028780005,,,2008981,1472,MONTGOMERY AVENUE   ,BRONX               ,10453,Yes,In Compliance ,67.3,64.7,103.3,100.1,50.46,Yes,ABS,88,202,137.2,64.7,49974,50200,Multifamily Housing,1
2606174,3045600001,,,3099066,554,COZINE AVENUE       ,BROOKLYN            ,11208,Yes,In Compliance ,82.2,77.9,123.3,118.5,3.61,Yes,Manual,41,332.7,232.7,100.1,68000,68780,Distribution Center,1
